-596,-463,-662,-685,-652,-707,-683,-708,-1041,-1463,-5304,-4532,-5670,2285,1265,1222,3603,3570,3673,3671,3688,4818,3548,3460,3447,3004,3059,3828,2781,2022,1303,-2734,1131,-3628,-1399,-2252,-2566,-948,-2926,-1569,-2490,-2360,-2588,-2711,-3560,-3920,-6618,-7251,-4699
49,85,98,93,162,220,365,-524,467,448,1858,607,-6702,-1174,-3465,-2417,1270,156,-705,151,-669,208,-66,-303,-263,-137,-184,404,-352,-641,-610,-966,-1319,-577,-424,-558,-51,-111,812,478,832,753,947,1302,1213,2022,3324,2447,326
4126,4225,4109,4189,4179,4487,5491,6568,7575,6301,10067,6311,-8908,-4063,-4385,-1033,3610,2490,2448,3611,2418,2063,2117,2256,2353,2078,1957,1497,1053,1791,1723,6330,1783,6122,3988,4120,4742,2862,5071,3338,4357,3956,4152,4691,5514,6811,9696,7613,1876
-56,-59,28,6,9,62,-267,201,128,8,-735,355,2371,-571,-1079,733,-107,-83,386,-65,84,68,-218,-51,-34,-121,-405,-944,-721,-797,-538,-554,30,788,-31,1079,388,765,738,601,535,680,397,246,246,-321,-1199,-1896,-1416
54,11,59,43,22,-87,292,-698,-895,-743,-3723,-8571,1014,-3787,-3370,878,1154,635,384,377,840,-15,783,417,482,1232,1423,1905,2333,2958,3809,3521,3298,2000,2742,1207,1129,1088,567,1032,1131,540,750,194,-537,-1159,-3386,-6668,-9936
-52,0,-21,-19,-30,24,-144,290,267,25,-385,2208,-2607,2628,837,-945,53,-430,-33,-212,-393,-134,-626,-349,-131,-327,-542,-473,-155,-124,337,-242,545,234,-377,760,-206,45,283,102,-292,476,-110,-77,292,168,637,1451,2800
